N,PreN,PreNLength,NumGames,PctScore,DrawPct
6,1.e4 e6 2.d4 d5 3.Nd2 Be7 4.Bd3 c5 5.dxc5 Nf6,45,1119,0.530831,0.411081
5,1.e4 e6 2.d4 d5 3.Nd2 Be7 4.Ngf3 Nf6,36,1832,0.529748,0.361899
6,1.e4 e6 2.d4 d5 3.Nd2 Be7 4.Ngf3 Nf6 5.e5 Nfd7,46,1005,0.555223,0.312437
5,1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 exd5,36,3168,0.53125,0.533459
6,1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 exd5 5.Ngf3 Nc6,47,1294,0.535935,0.52782
5,1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 Qxd5,36,4849,0.533821,0.473293
6,1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 Qxd5 5.Ngf3 cxd4,48,3998,0.534642,0.48199
7,1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 Qxd5 5.Ngf3 cxd4 6.Bc4 Qd6,58,2927,0.537922,0.489579
8,1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 Qxd5 5.Ngf3 cxd4 6.Bc4 Qd6 7.0-0 Nf6,68,2510,0.536852,0.50239
9,1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 Qxd5 5.Ngf3 cxd4 6.Bc4 Qd6 7.0-0 Nf6 8.Nb3 Nc6,78,2413,0.535018,0.510567
10,1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 Qxd5 5.Ngf3 cxd4 6.Bc4 Qd6 7.0-0 Nf6 8.Nb3 Nc6 9.Nbxd4 Nxd4,91,2291,0.537101,0.507638
11,1.e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 Qxd5 5.Ngf3 cxd4 6.Bc4 Qd6 7.0-0 Nf6 8.Nb3 Nc6 9.Nbxd4 Nxd4 10.Nxd4 a6,102,1143,0.549431,0.467191
5,1.e4 e6 2.d4 d5 3.Nd2 c5 4.Ngf3 cxd4,36,3345,0.555156,0.450224
6,1.e4 e6 2.d4 d5 3.Nd2 c5 4.Ngf3 cxd4 5.exd5 Qxd5,48,1416,0.548375,0.472457
7,1.e4 e6 2.d4 d5 3.Nd2 c5 4.Ngf3 cxd4 5.exd5 Qxd5 6.Bc4 Qd6,58,1028,0.554961,0.473735
6,1.e4 e6 2.d4 d5 3.Nd2 c5 4.Ngf3 cxd4 5.Nxd4 Nc6,47,1061,0.566918,0.423185
5,1.e4 e6 2.d4 d5 3.Nd2 c5 4.Ngf3 Nc6,35,1312,0.58346,0.47942
6,1.e4 e6 2.d4 d5 3.Nd2 c5 4.Ngf3 Nc6 5.exd5 exd5,47,1010,0.573267,0.50297
5,1.e4 e6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bd7,37,1165,0.55236,0.469527
6,1.e4 e6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bd7 5.Nf3 Bc6,47,1052,0.556083,0.477186
5,1.e4 e6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nd7,37,1844,0.584056,0.496746
6,1.e4 e6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6,48,1419,0.572938,0.520084
5,1.e4 e6 2.d4 d5 3.Nd2 Nc6 4.Ngf3 Nf6,36,2442,0.578624,0.31941
6,1.e4 e6 2.d4 d5 3.Nd2 Nc6 4.Ngf3 Nf6 5.e5 Nd7,45,2332,0.582761,0.323327
5,1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7,35,10641,0.57175,0.345644
6,1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.Bd3 c5,44,5856,0.563439,0.354678
7,1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.Bd3 c5 6.c3 Nc6,53,5388,0.564031,0.355976
8,1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.Bd3 c5 6.c3 Nc6 7.Ne2 cxd4,64,3743,0.560913,0.376436
9,1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.Bd3 c5 6.c3 Nc6 7.Ne2 cxd4 8.cxd4 f6,74,3301,0.556195,0.376855
10,1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.Bd3 c5 6.c3 Nc6 7.Ne2 cxd4 8.cxd4 f6 9.exf6 Nxf6,86,2402,0.566611,0.396336
11,1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.Bd3 c5 6.c3 Nc6 7.Ne2 cxd4 8.cxd4 f6 9.exf6 Nxf6 10.Nf3 Bd6,97,1247,0.546511,0.404971
6,1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.c3 c5,43,2708,0.588441,0.356351
7,1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.c3 c5 6.Bd3 Nc6,53,1794,0.579431,0.377369
8,1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.c3 c5 6.Bd3 Nc6 7.Ne2 cxd4,64,1265,0.56996,0.396837
9,1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.c3 c5 6.Bd3 Nc6 7.Ne2 cxd4 8.cxd4 f6,74,1094,0.559414,0.400365
6,1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.f4 c5,43,1651,0.56178,0.305875
7,1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.f4 c5 6.c3 Nc6,52,1239,0.558111,0.294592
5,1.e4 g6 2.d4 Bg7 3.Nc3 c6 4.f4 d5,33,1175,0.547234,0.29617
5,1.e4 g6 2.d4 Bg7 3.Nc3 c6 4.Nf3 d5,34,1132,0.551678,0.350706
5,1.e4 g6 2.d4 Bg7 3.Nc3 c6 4.Nf3 d6,34,1011,0.525717,0.394658
5,1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.Be3 a6,34,2714,0.528002,0.271923
5,1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.f4 a6,33,1085,0.521658,0.263594
5,1.e4 g6 2.d4 Bg7 3.Nc3 d6 4.f4 Nf6,34,1368,0.544225,0.317982
5,1.e4 Nf6 2.e5 Nd5 3.c4 Nb6 4.d4 d6,34,1031,0.534432,0.27546
5,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6,34,4245,0.553828,0.319434
6,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.exd6 cxd6,46,1519,0.575378,0.32653
7,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.exd6 cxd6 6.Nc3 g6,55,1234,0.576985,0.325769
6,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.c4 Nb6 5.exd6 exd6,46,1613,0.545257,0.358958
5,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4,35,2857,0.578578,0.365418
6,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4 5.Be2 e6,44,1548,0.587209,0.375968
7,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 Bg4 5.Be2 e6 6.0-0 Be7,54,1003,0.592223,0.386839
5,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 dxe5,36,2587,0.538848,0.388867
6,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 dxe5 5.Nxe5 c6,46,1599,0.525641,0.358348
5,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 g6,34,1976,0.591346,0.358805
6,1.e4 Nf6 2.e5 Nd5 3.d4 d6 4.Nf3 g6 5.Bc4 Nb6,44,1101,0.611716,0.356948
5,1.Nf3 c5 2.c4 Nc6 3.d4 cxd4 4.Nxd4 Nf6,38,1290,0.527131,0.48372
5,1.Nf3 c5 2.g3 Nc6 3.Bg2 g6 4.0-0 Bg7,36,1359,0.490066,0.360559
5,1.Nf3 d5 2.c4 e6 3.g3 Nf6 4.Bg2 Be7,35,1209,0.574855,0.405293
5,1.Nf3 d5 2.d4 Nf6 3.c4 e6 4.Nc3 Be7,35,1214,0.561367,0.55107
5,1.Nf3 d5 2.g3 c6 3.Bg2 Bg4 4.0-0 Nd7,36,1858,0.534445,0.423035
5,1.Nf3 d5 2.g3 g6 3.Bg2 Bg7 4.0-0 e5,35,1022,0.515166,0.368884
5,1.Nf3 d5 2.g3 g6 3.Bg2 Bg7 4.d4 Nf6,35,1540,0.531818,0.50909
6,1.Nf3 d5 2.g3 g6 3.Bg2 Bg7 4.d4 Nf6 5.0-0 0-0,45,1055,0.522274,0.511848
5,1.Nf3 d5 2.g3 Nf6 3.Bg2 c6 4.0-0 Bf5,36,1104,0.552989,0.410326
5,1.Nf3 d5 2.g3 Nf6 3.Bg2 c6 4.0-0 Bg4,36,1354,0.563515,0.443131
5,1.Nf3 d5 2.g3 Nf6 3.Bg2 e6 4.0-0 Be7,36,2431,0.576511,0.411764
5,1.Nf3 Nf6 2.c4 b6 3.g3 Bb7 4.Bg2 e6,35,1364,0.548387,0.524926
6,1.Nf3 Nf6 2.c4 b6 3.g3 Bb7 4.Bg2 e6 5.0-0 Be7,45,1097,0.553327,0.526891
5,1.Nf3 Nf6 2.c4 c5 3.g3 b6 4.Bg2 Bb7,35,1116,0.530465,0.517921
5,1.Nf3 Nf6 2.c4 c5 3.Nc3 d5 4.cxd5 Nxd5,38,1237,0.565885,0.470493
5,1.Nf3 Nf6 2.c4 e6 3.g3 b6 4.Bg2 Bb7,35,2574,0.581973,0.465423
6,1.Nf3 Nf6 2.c4 e6 3.g3 b6 4.Bg2 Bb7 5.0-0 Be7,45,1371,0.583515,0.475565
5,1.Nf3 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7,35,2324,0.57358,0.449225
6,1.Nf3 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.0-0 0-0,45,1859,0.565895,0.440021
5,1.Nf3 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4,36,1546,0.536869,0.46313
5,1.Nf3 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 0-0,37,1107,0.56775,0.486901
5,1.Nf3 Nf6 2.c4 e6 3.Nc3 d5 4.d4 Be7,35,1167,0.592116,0.534704
5,1.Nf3 Nf6 2.c4 g6 3.b3 Bg7 4.Bb2 0-0,36,1131,0.546861,0.3687
5,1.Nf3 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 0-0,36,4921,0.561979,0.434261
6,1.Nf3 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 0-0 5.0-0 d6,45,2453,0.559722,0.41011
5,1.Nf3 Nf6 2.c4 g6 3.Nc3 Bg7 4.d4 0-0,36,1036,0.572393,0.407335
5,1.Nf3 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6,35,6101,0.567529,0.370267
6,1.Nf3 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.d4 0-0,44,5952,0.568548,0.369959
7,1.Nf3 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.d4 0-0 6.Be2 e5,53,3715,0.569313,0.377927
8,1.Nf3 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.d4 0-0 6.Be2 e5 7.0-0 Nc6,63,1431,0.57058,0.33473
9,1.Nf3 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 5.d4 0-0 6.Be2 e5 7.0-0 Nc6 8.d5 Ne7,72,1252,0.571884,0.322683
5,1.Nf3 Nf6 2.c4 g6 3.Nc3 Bg7 4.g3 0-0,36,1184,0.554476,0.40625
5,1.Nf3 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5,38,3305,0.582904,0.498335
5,1.Nf3 Nf6 2.g3 b5 3.Bg2 Bb7 4.0-0 e6,36,1199,0.51668,0.407839
5,1.Nf3 Nf6 2.g3 b6 3.Bg2 Bb7 4.0-0 e6,36,1590,0.570125,0.445911
5,1.Nf3 Nf6 2.g3 d5 3.Bg2 c6 4.0-0 Bg4,36,1998,0.526026,0.458458
5,1.Nf3 Nf6 2.g3 d5 3.Bg2 e6 4.0-0 Be7,36,1650,0.570606,0.411515
5,1.Nf3 Nf6 2.g3 g6 3.b3 Bg7 4.Bb2 0-0,36,2434,0.587921,0.400164
6,1.Nf3 Nf6 2.g3 g6 3.b3 Bg7 4.Bb2 0-0 5.Bg2 d6,45,1288,0.593944,0.408385
5,1.Nf3 Nf6 2.g3 g6 3.Bg2 Bg7 4.0-0 0-0,37,8425,0.534777,0.428605
6,1.Nf3 Nf6 2.g3 g6 3.Bg2 Bg7 4.0-0 0-0 5.c4 d6,45,1506,0.528552,0.381142
6,1.Nf3 Nf6 2.g3 g6 3.Bg2 Bg7 4.0-0 0-0 5.d4 d5,45,1145,0.550218,0.487336
6,1.Nf3 Nf6 2.g3 g6 3.Bg2 Bg7 4.0-0 0-0 5.d4 d6,45,2092,0.554493,0.378585
